,name,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
1665,South Dakota State,3.32,-3.23,66.6,109.5,0.525,2015,10.55,8.24,65.3,99.6,0.454,-7.23,-11.47,1.2999999999999972,9.900000000000006,0.07100000000000001
1666,South Dakota,-4.9,-3.48,65.8,104.0,0.477,2015,-4.96,2.56,64.4,94.5,0.473,0.05999999999999961,-6.04,1.3999999999999915,9.5,0.0040000000000000036
1667,South Florida,-4.96,2.56,64.4,94.5,0.473,2015,-4.9,-3.48,65.8,104.0,0.477,-0.05999999999999961,6.04,-1.3999999999999915,-9.5,-0.0040000000000000036
1668,Southeast Missouri State,-5.23,-3.73,67.2,103.0,0.496,2015,-10.97,-6.14,68.4,98.7,0.511,5.74,2.4099999999999997,-1.2000000000000028,4.299999999999997,-0.015000000000000013
1669,Southeastern Louisiana,-10.97,-6.14,68.4,98.7,0.511,2015,-5.23,-3.73,67.2,103.0,0.496,-5.74,-2.4099999999999997,1.2000000000000028,-4.299999999999997,0.015000000000000013
1670,Southern California,2.15,6.15,68.8,95.9,0.468,2015,-7.28,-4.54,67.3,100.8,0.495,9.43,10.690000000000001,1.5,-4.8999999999999915,-0.02699999999999997
1671,SIU Edwardsville,-7.28,-4.54,67.3,100.8,0.495,2015,2.15,6.15,68.8,95.9,0.468,-9.43,-10.690000000000001,-1.5,4.8999999999999915,0.02699999999999997
1672,Southern Illinois,-3.48,-0.6,61.7,96.7,0.461,2015,12.94,3.57,63.3,108.8,0.517,-16.419999999999998,-4.17,-1.5999999999999943,-12.099999999999994,-0.055999999999999994
1673,Southern Methodist,12.94,3.57,63.3,108.8,0.517,2015,-3.48,-0.6,61.7,96.7,0.461,16.419999999999998,4.17,1.5999999999999943,12.099999999999994,0.055999999999999994
1674,Southern Mississippi,-10.03,-0.06,63.0,94.6,0.493,2015,-11.98,-5.48,68.0,101.1,0.524,1.950000000000001,5.420000000000001,-5.0,-6.5,-0.031000000000000028
1675,Southern Utah,-11.98,-5.48,68.0,101.1,0.524,2015,-10.03,-0.06,63.0,94.6,0.493,-1.950000000000001,-5.420000000000001,5.0,6.5,0.031000000000000028
1676,Southern,-9.95,-8.23,66.3,96.7,0.462,2015,3.93,1.34,65.1,102.5,0.471,-13.879999999999999,-9.57,1.2000000000000028,-5.799999999999997,-0.008999999999999952
1677,St. Bonaventure,3.93,1.34,65.1,102.5,0.471,2015,-9.95,-8.23,66.3,96.7,0.462,13.879999999999999,9.57,-1.2000000000000028,5.799999999999997,0.008999999999999952
1678,St. Francis (NY),-2.14,-6.2,65.7,104.0,0.466,2015,11.85,9.04,67.6,104.6,0.494,-13.99,-15.239999999999998,-1.8999999999999915,-0.5999999999999943,-0.02799999999999997
1679,St. John's (NY),11.85,9.04,67.6,104.6,0.494,2015,-2.14,-6.2,65.7,104.0,0.466,13.99,15.239999999999998,1.8999999999999915,0.5999999999999943,0.02799999999999997
1680,Stanford,12.33,7.33,65.5,108.6,0.494,2015,8.61,-4.2,68.0,115.2,0.557,3.7200000000000006,11.530000000000001,-2.5,-6.6000000000000085,-0.06300000000000006
1681,Stephen F. Austin,8.61,-4.2,68.0,115.2,0.557,2015,12.33,7.33,65.5,108.6,0.494,-3.7200000000000006,-11.530000000000001,2.5,6.6000000000000085,0.06300000000000006
1682,Stetson,-16.22,-6.68,67.2,99.1,0.49,2015,-0.03,-4.03,63.6,102.6,0.465,-16.189999999999998,-2.6499999999999995,3.6000000000000014,-3.5,0.024999999999999967
1683,Stony Brook,-0.03,-4.03,63.6,102.6,0.465,2015,-16.22,-6.68,67.2,99.1,0.49,16.189999999999998,2.6499999999999995,-3.6000000000000014,3.5,-0.024999999999999967
1684,Syracuse,11.91,7.68,66.1,101.6,0.474,2015,8.2,3.52,65.1,100.7,0.442,3.710000000000001,4.16,1.0,0.8999999999999915,0.03199999999999997
1685,Temple,8.2,3.52,65.1,100.7,0.442,2015,11.91,7.68,66.1,101.6,0.474,-3.710000000000001,-4.16,-1.0,-0.8999999999999915,-0.03199999999999997
1686,Tennessee-Martin,-2.12,-3.9,63.3,109.9,0.538,2015,-14.93,-2.38,64.7,89.3,0.45,12.809999999999999,-1.52,-1.4000000000000057,20.60000000000001,0.08800000000000002
1687,Tennessee State,-14.93,-2.38,64.7,89.3,0.45,2015,-2.12,-3.9,63.3,109.9,0.538,-12.809999999999999,1.52,1.4000000000000057,-20.60000000000001,-0.08800000000000002
1688,Tennessee Tech,-6.49,-3.99,67.7,103.9,0.49,2015,7.23,8.16,61.2,103.0,0.482,-13.72,-12.15,6.5,0.9000000000000057,0.008000000000000007
1689,Tennessee,7.23,8.16,61.2,103.0,0.482,2015,-6.49,-3.99,67.7,103.9,0.49,13.72,12.15,-6.5,-0.9000000000000057,-0.008000000000000007
1690,Texas A&M-Corpus Christi,-5.58,-6.43,64.2,103.5,0.495,2015,10.73,5.91,64.3,104.6,0.504,-16.310000000000002,-12.34,-0.09999999999999432,-1.0999999999999943,-0.009000000000000008
1691,Texas A&M,10.73,5.91,64.3,104.6,0.504,2015,-5.58,-6.43,64.2,103.5,0.495,16.310000000000002,12.34,0.09999999999999432,1.0999999999999943,0.009000000000000008
1692,Texas-Arlington,-3.59,-2.76,70.2,101.6,0.497,2015,11.1,5.32,64.7,104.6,0.479,-14.69,-8.08,5.5,-3.0,0.018000000000000016
1693,Texas Christian,11.1,5.32,64.7,104.6,0.479,2015,-3.59,-2.76,70.2,101.6,0.497,14.69,8.08,-5.5,3.0,-0.018000000000000016
1694,Texas-El Paso,4.89,-0.51,65.4,105.4,0.52,2015,-14.46,-4.68,65.0,95.6,0.461,19.35,4.17,0.4000000000000057,9.800000000000011,0.059
1695,Texas-Rio Grande Valley,-14.46,-4.68,65.0,95.6,0.461,2015,4.89,-0.51,65.4,105.4,0.52,-19.35,-4.17,-0.4000000000000057,-9.800000000000011,-0.059
1696,Texas-San Antonio,-3.33,-2.61,66.9,105.1,0.478,2015,-5.98,-6.09,64.5,103.6,0.495,2.6500000000000004,3.48,2.4000000000000057,1.5,-0.017000000000000015
1697,Texas Southern,-5.98,-6.09,64.5,103.6,0.495,2015,-3.33,-2.61,66.9,105.1,0.478,-2.6500000000000004,-3.48,-2.4000000000000057,-1.5,0.017000000000000015
1698,Texas State,-5.25,-3.36,63.4,95.1,0.452,2015,3.77,7.2,63.0,95.9,0.457,-9.02,-10.56,0.3999999999999986,-0.8000000000000114,-0.0050000000000000044
1699,Texas Tech,3.77,7.2,63.0,95.9,0.457,2015,-5.25,-3.36,63.4,95.1,0.452,9.02,10.56,-0.3999999999999986,0.8000000000000114,0.0050000000000000044
1700,Texas,16.16,9.07,62.9,105.9,0.491,2015,4.86,0.62,67.2,111.1,0.523,11.3,8.450000000000001,-4.300000000000004,-5.199999999999989,-0.03200000000000003
1701,Toledo,4.86,0.62,67.2,111.1,0.523,2015,16.16,9.07,62.9,105.9,0.491,-11.3,-8.450000000000001,4.300000000000004,5.199999999999989,0.03200000000000003
1702,Towson,-7.02,-3.8,61.6,101.6,0.451,2015,-8.72,-5.09,66.6,100.0,0.492,1.700000000000001,1.29,-4.999999999999993,1.5999999999999943,-0.04099999999999998
1703,Troy,-8.72,-5.09,66.6,100.0,0.492,2015,-7.02,-3.8,61.6,101.6,0.451,-1.700000000000001,-1.29,4.999999999999993,-1.5999999999999943,0.04099999999999998
1704,Tulane,-1.51,0.32,63.6,98.1,0.47,2015,6.66,2.81,64.1,99.6,0.468,-8.17,-2.49,-0.4999999999999929,-1.5,0.0019999999999999463
1705,Tulsa,6.66,2.81,64.1,99.6,0.468,2015,-1.51,0.32,63.6,98.1,0.47,8.17,2.49,0.4999999999999929,1.5,-0.0019999999999999463
1706,UCLA,12.07,8.27,67.3,106.1,0.496,2015,2.92,0.28,63.0,104.4,0.525,9.15,7.989999999999999,4.299999999999997,1.6999999999999886,-0.029000000000000026
1707,Utah State,2.92,0.28,63.0,104.4,0.525,2015,12.07,8.27,67.3,106.1,0.496,-9.15,-7.989999999999999,-4.299999999999997,-1.6999999999999886,0.029000000000000026
1708,Utah Valley,-12.72,-4.87,62.5,93.8,0.455,2015,20.98,7.42,62.6,113.5,0.557,-33.7,-12.29,-0.10000000000000142,-19.700000000000003,-0.10200000000000004
1709,Utah,20.98,7.42,62.6,113.5,0.557,2015,-12.72,-4.87,62.5,93.8,0.455,33.7,12.29,0.10000000000000142,19.700000000000003,0.10200000000000004
1710,Valparaiso,6.29,-2.0,63.8,108.6,0.52,2015,11.89,6.22,63.5,109.8,0.544,-5.6000000000000005,-8.219999999999999,0.29999999999999716,-1.2000000000000028,-0.02400000000000002
1711,Vanderbilt,11.89,6.22,63.5,109.8,0.544,2015,6.29,-2.0,63.8,108.6,0.52,5.6000000000000005,8.219999999999999,-0.29999999999999716,1.2000000000000028,0.02400000000000002
1712,Vermont,1.21,-5.52,64.3,103.5,0.524,2015,23.13,7.55,65.0,116.9,0.553,-21.919999999999998,-13.07,-0.7000000000000028,-13.400000000000006,-0.029000000000000026
1713,Villanova,23.13,7.55,65.0,116.9,0.553,2015,1.21,-5.52,64.3,103.5,0.524,21.919999999999998,13.07,0.7000000000000028,13.400000000000006,0.029000000000000026
1714,Virginia Commonwealth,12.79,6.1,66.4,106.5,0.487,2015,-9.85,-3.92,77.5,102.2,0.482,22.64,10.02,-11.099999999999994,4.299999999999997,0.0050000000000000044
1715,VMI,-9.85,-3.92,77.5,102.2,0.482,2015,12.79,6.1,66.4,106.5,0.487,-22.64,-10.02,11.099999999999994,-4.299999999999997,-0.0050000000000000044
1716,Virginia Tech,1.29,5.32,64.1,101.2,0.515,2015,21.73,7.81,58.6,110.8,0.506,-20.44,-2.4899999999999993,5.499999999999993,-9.599999999999994,0.009000000000000008
1717,Virginia,21.73,7.81,58.6,110.8,0.506,2015,1.29,5.32,64.1,101.2,0.515,20.44,2.4899999999999993,-5.499999999999993,9.599999999999994,-0.009000000000000008
1718,Wagner,-11.47,-4.99,67.9,99.2,0.45,2015,4.62,7.68,68.6,99.5,0.478,-16.09,-12.67,-0.6999999999999886,-0.29999999999999716,-0.02799999999999997
1719,Wake Forest,4.62,7.68,68.6,99.5,0.478,2015,-11.47,-4.99,67.9,99.2,0.45,16.09,12.67,0.6999999999999886,0.29999999999999716,0.02799999999999997
1720,Washington State,0.14,6.08,67.6,103.2,0.496,2015,5.57,4.83,66.2,103.3,0.493,-5.430000000000001,1.25,1.3999999999999915,-0.09999999999999432,0.0030000000000000027
1721,Washington,5.57,4.83,66.2,103.3,0.493,2015,0.14,6.08,67.6,103.2,0.496,5.430000000000001,-1.25,-1.3999999999999915,0.09999999999999432,-0.0030000000000000027
1722,Weber State,-7.29,-3.5,64.8,102.6,0.494,2015,15.12,9.29,68.7,104.9,0.461,-22.41,-12.79,-3.9000000000000057,-2.3000000000000114,0.032999999999999974
1723,West Virginia,15.12,9.29,68.7,104.9,0.461,2015,-7.29,-3.5,64.8,102.6,0.494,22.41,12.79,3.9000000000000057,2.3000000000000114,-0.032999999999999974
1724,Western Carolina,-5.83,-3.56,66.8,103.3,0.488,2015,-13.81,-2.93,67.8,91.5,0.461,7.98,-0.6299999999999999,-1.0,11.799999999999997,0.02699999999999997
1725,Western Illinois,-13.81,-2.93,67.8,91.5,0.461,2015,-5.83,-3.56,66.8,103.3,0.488,-7.98,0.6299999999999999,1.0,-11.799999999999997,-0.02699999999999997
1726,Western Kentucky,1.12,-0.44,67.9,104.0,0.503,2015,0.25,0.19,64.8,107.7,0.52,0.8700000000000001,-0.63,3.1000000000000085,-3.700000000000003,-0.017000000000000015
1727,Western Michigan,0.25,0.19,64.8,107.7,0.52,2015,1.12,-0.44,67.9,104.0,0.503,-0.8700000000000001,0.63,-3.1000000000000085,3.700000000000003,0.017000000000000015
1728,Wichita State,15.56,3.68,61.9,112.7,0.507,2015,2.82,-1.15,64.6,112.4,0.568,12.74,4.83,-2.6999999999999957,0.29999999999999716,-0.06099999999999994
1729,William & Mary,2.82,-1.15,64.6,112.4,0.568,2015,15.56,3.68,61.9,112.7,0.507,-12.74,-4.83,2.6999999999999957,-0.29999999999999716,0.06099999999999994
1730,Winthrop,-3.9,-7.38,67.4,107.6,0.518,2015,24.61,10.29,59.5,121.1,0.548,-28.509999999999998,-17.669999999999998,7.900000000000006,-13.5,-0.030000000000000027
1731,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,-3.9,-7.38,67.4,107.6,0.518,28.509999999999998,17.669999999999998,-7.900000000000006,13.5,0.030000000000000027
1732,Wofford,2.56,-2.98,62.7,106.2,0.516,2015,-6.41,-1.14,64.4,98.8,0.502,8.97,-1.84,-1.7000000000000028,7.400000000000006,0.014000000000000012
1733,Wright State,-6.41,-1.14,64.4,98.8,0.502,2015,2.56,-2.98,62.7,106.2,0.516,-8.97,1.84,1.7000000000000028,-7.400000000000006,-0.014000000000000012
1734,Wyoming,3.81,-0.04,58.3,103.1,0.526,2015,15.42,9.48,65.6,109.8,0.534,-11.61,-9.52,-7.299999999999997,-6.700000000000003,-0.008000000000000007
1735,Xavier,15.42,9.48,65.6,109.8,0.534,2015,3.81,-0.04,58.3,103.1,0.526,11.61,9.52,7.299999999999997,6.700000000000003,0.008000000000000007
1736,Yale,3.53,-0.87,62.3,106.9,0.51,2015,-7.63,-1.73,68.2,104.0,0.499,11.16,0.86,-5.900000000000006,2.9000000000000057,0.01100000000000001
1737,Youngstown State,-7.63,-1.73,68.2,104.0,0.499,2015,3.53,-0.87,62.3,106.9,0.51,-11.16,-0.86,5.900000000000006,-2.9000000000000057,-0.01100000000000001
1738,Abilene Christian,-13.93,-7.53,69.7,101.4,0.514,2016,-5.51,0.66,68.9,97.7,0.485,-8.42,-8.19,0.7999999999999972,3.700000000000003,0.029000000000000026
1739,Air Force,-5.51,0.66,68.9,97.7,0.485,2016,-13.93,-7.53,69.7,101.4,0.514,8.42,8.19,-0.7999999999999972,-3.700000000000003,-0.029000000000000026
1740,Akron,5.55,-1.24,69.2,110.4,0.528,2016,-13.47,-10.75,65.7,102.3,0.471,19.02,9.51,3.5,8.100000000000009,0.05700000000000005
1741,Alabama A&M,-13.47,-10.75,65.7,102.3,0.471,2016,5.55,-1.24,69.2,110.4,0.528,-19.02,-9.51,-3.5,-8.100000000000009,-0.05700000000000005
1742,Alabama-Birmingham,3.5,-3.07,69.4,112.0,0.542,2016,-13.11,-9.35,69.5,101.3,0.467,16.61,6.279999999999999,-0.09999999999999432,10.700000000000003,0.07500000000000001
1743,Alabama State,-13.11,-9.35,69.5,101.3,0.467,2016,3.5,-3.07,69.4,112.0,0.542,-16.61,-6.279999999999999,0.09999999999999432,-10.700000000000003,-0.07500000000000001
1744,Alabama,7.14,8.62,66.1,99.7,0.496,2016,0.93,-7.57,67.8,110.3,0.509,6.21,16.189999999999998,-1.7000000000000028,-10.599999999999994,-0.013000000000000012
1745,Albany (NY),0.93,-7.57,67.8,110.3,0.509,2016,7.14,8.62,66.1,99.7,0.496,-6.21,-16.189999999999998,1.7000000000000028,10.599999999999994,0.013000000000000012
1746,Alcorn State,-16.01,-9.94,66.5,99.0,0.46,2016,-14.18,-6.08,62.0,92.2,0.49,-1.8300000000000018,-3.8599999999999994,4.5,6.799999999999997,-0.02999999999999997
1747,American,-14.18,-6.08,62.0,92.2,0.49,2016,-16.01,-9.94,66.5,99.0,0.46,1.8300000000000018,3.8599999999999994,-4.5,-6.799999999999997,0.02999999999999997
1748,Appalachian State,-7.91,-1.1,70.8,99.6,0.472,2016,8.28,8.96,69.8,104.2,0.481,-16.189999999999998,-10.06,1.0,-4.6000000000000085,-0.009000000000000008
1749,Arizona State,8.28,8.96,69.8,104.2,0.481,2016,-7.91,-1.1,70.8,99.6,0.472,16.189999999999998,10.06,-1.0,4.6000000000000085,0.009000000000000008
1750,Arizona,18.79,7.23,69.8,112.8,0.536,2016,7.12,-1.76,64.5,109.0,0.52,11.669999999999998,8.99,5.299999999999997,3.799999999999997,0.016000000000000014
1751,Little Rock,7.12,-1.76,64.5,109.0,0.52,2016,18.79,7.23,69.8,112.8,0.536,-11.669999999999998,-8.99,-5.299999999999997,-3.799999999999997,-0.016000000000000014
1752,Arkansas-Pine Bluff,-19.31,-5.52,65.3,86.3,0.45,2016,-7.48,-2.37,72.7,99.7,0.464,-11.829999999999998,-3.1499999999999995,-7.400000000000006,-13.400000000000006,-0.014000000000000012
1753,Arkansas State,-7.48,-2.37,72.7,99.7,0.464,2016,-19.31,-5.52,65.3,86.3,0.45,11.829999999999998,3.1499999999999995,7.400000000000006,13.400000000000006,0.014000000000000012
1754,Arkansas,10.23,6.76,71.3,107.5,0.497,2016,-7.32,-8.13,72.2,104.2,0.5,17.55,14.89,-0.9000000000000057,3.299999999999997,-0.0030000000000000027
1755,Army,-7.32,-8.13,72.2,104.2,0.5,2016,10.23,6.76,71.3,107.5,0.497,-17.55,-14.89,0.9000000000000057,-3.299999999999997,0.0030000000000000027
1756,Auburn,0.15,7.54,72.5,97.1,0.473,2016,-6.04,-2.98,70.5,106.4,0.516,6.19,10.52,2.0,-9.300000000000011,-0.04300000000000004
1757,Austin Peay,-6.04,-2.98,70.5,106.4,0.516,2016,0.15,7.54,72.5,97.1,0.473,-6.19,-10.52,-2.0,9.300000000000011,0.04300000000000004
1758,Ball State,0.11,-2.98,66.2,104.8,0.525,2016,16.13,9.76,67.6,112.8,0.518,-16.02,-12.74,-1.3999999999999915,-8.0,0.007000000000000006
1759,Baylor,16.13,9.76,67.6,112.8,0.518,2016,0.11,-2.98,66.2,104.8,0.525,16.02,12.74,1.3999999999999915,8.0,-0.007000000000000006
1760,Belmont,1.19,-2.1,72.8,112.8,0.586,2016,-14.35,-9.18,68.2,102.3,0.478,15.54,7.08,4.599999999999994,10.5,0.10799999999999998
1761,Bethune-Cookman,-14.35,-9.18,68.2,102.3,0.478,2016,1.19,-2.1,72.8,112.8,0.586,-15.54,-7.08,-4.599999999999994,-10.5,-0.10799999999999998
1762,Binghamton,-14.08,-6.35,67.4,90.0,0.443,2016,7.23,3.13,70.5,109.1,0.523,-21.310000000000002,-9.48,-3.0999999999999943,-19.099999999999994,-0.08000000000000002
1763,Boise State,7.23,3.13,70.5,109.1,0.523,2016,-14.08,-6.35,67.4,90.0,0.443,21.310000000000002,9.48,3.0999999999999943,19.099999999999994,0.08000000000000002
1764,Boston College,-1.61,7.67,67.0,91.0,0.475,2016,-6.79,-6.37,69.4,104.1,0.526,5.18,14.04,-2.4000000000000057,-13.099999999999994,-0.051000000000000045
1765,Boston University,-6.79,-6.37,69.4,104.1,0.526,2016,-1.61,7.67,67.0,91.0,0.475,-5.18,-14.04,2.4000000000000057,13.099999999999994,0.051000000000000045
1766,Bowling Green State,-5.88,-1.85,69.4,101.8,0.497,2016,-10.91,3.7,67.3,82.7,0.431,5.03,-5.550000000000001,2.1000000000000085,19.099999999999994,0.066
1767,Bradley,-10.91,3.7,67.3,82.7,0.431,2016,-5.88,-1.85,69.4,101.8,0.497,-5.03,5.550000000000001,-2.1000000000000085,-19.099999999999994,-0.066
1768,Brigham Young,12.36,2.36,74.0,112.6,0.532,2016,-8.05,-2.82,70.5,101.5,0.498,20.41,5.18,3.5,11.099999999999994,0.03400000000000003
1769,Brown,-8.05,-2.82,70.5,101.5,0.498,2016,12.36,2.36,74.0,112.6,0.532,-20.41,-5.18,-3.5,-11.099999999999994,-0.03400000000000003
1770,Bryant,-18.58,-6.71,68.4,94.4,0.475,2016,-2.09,-5.89,71.5,108.2,0.53,-16.49,-0.8200000000000003,-3.0999999999999943,-13.799999999999997,-0.05500000000000005
1771,Bucknell,-2.09,-5.89,71.5,108.2,0.53,2016,-18.58,-6.71,68.4,94.4,0.475,16.49,0.8200000000000003,3.0999999999999943,13.799999999999997,0.05500000000000005
1772,Buffalo,1.34,0.9,72.6,105.9,0.499,2016,16.46,7.55,69.8,114.1,0.526,-15.120000000000001,-6.6499999999999995,2.799999999999997,-8.199999999999989,-0.027000000000000024
1773,Butler,16.46,7.55,69.8,114.1,0.526,2016,1.34,0.9,72.6,105.9,0.499,15.120000000000001,6.6499999999999995,-2.799999999999997,8.199999999999989,0.027000000000000024
1774,Cal Poly,-3.49,0.9,67.8,104.9,0.482,2016,2.58,-5.15,68.4,105.8,0.497,-6.07,6.050000000000001,-0.6000000000000085,-0.8999999999999915,-0.015000000000000013
1775,Cal State Bakersfield,2.58,-5.15,68.4,105.8,0.497,2016,-3.49,0.9,67.8,104.9,0.482,6.07,-6.050000000000001,0.6000000000000085,0.8999999999999915,0.015000000000000013
1776,Cal State Fullerton,-7.12,-0.76,70.0,99.8,0.467,2016,-6.85,-0.85,71.4,98.1,0.469,-0.27000000000000046,0.08999999999999997,-1.4000000000000057,1.7000000000000028,-0.0019999999999999463
1777,Cal State Northridge,-6.85,-0.85,71.4,98.1,0.469,2016,-7.12,-0.76,70.0,99.8,0.467,0.27000000000000046,-0.08999999999999997,1.4000000000000057,-1.7000000000000028,0.0019999999999999463
1778,UC-Davis,-5.58,-1.26,67.1,93.1,0.484,2016,5.33,0.77,67.6,104.3,0.516,-10.91,-2.0300000000000002,-0.5,-11.200000000000003,-0.03200000000000003
1779,UC-Irvine,5.33,0.77,67.6,104.3,0.516,2016,-5.58,-1.26,67.1,93.1,0.484,10.91,2.0300000000000002,0.5,11.200000000000003,0.03200000000000003
1780,UC-Riverside,-5.66,-3.08,68.7,101.5,0.497,2016,3.79,1.44,68.3,103.1,0.506,-9.45,-4.52,0.4000000000000057,-1.5999999999999943,-0.009000000000000008
1781,UC-Santa Barbara,3.79,1.44,68.3,103.1,0.506,2016,-5.66,-3.08,68.7,101.5,0.497,9.45,4.52,-0.4000000000000057,1.5999999999999943,0.009000000000000008
1782,University of California,15.39,7.87,68.2,108.5,0.522,2016,-11.07,-6.67,70.0,104.7,0.512,26.46,14.54,-1.7999999999999972,3.799999999999997,0.010000000000000009
1783,Campbell,-11.07,-6.67,70.0,104.7,0.512,2016,15.39,7.87,68.2,108.5,0.522,-26.46,-14.54,1.7999999999999972,-3.799999999999997,-0.010000000000000009
1784,Canisius,-5.62,-3.77,68.9,108.3,0.49,2016,-15.17,-6.81,73.7,102.2,0.499,9.55,3.0399999999999996,-4.799999999999997,6.099999999999994,-0.009000000000000008
1785,Central Arkansas,-15.17,-6.81,73.7,102.2,0.499,2016,-5.62,-3.77,68.9,108.3,0.49,-9.55,-3.0399999999999996,4.799999999999997,-6.099999999999994,0.009000000000000008
1786,Central Connecticut State,-22.35,-9.24,68.9,93.3,0.448,2016,0.18,3.01,68.3,99.8,0.492,-22.53,-12.25,0.6000000000000085,-6.5,-0.043999999999999984
1787,Central Florida,0.18,3.01,68.3,99.8,0.492,2016,-22.35,-9.24,68.9,93.3,0.448,22.53,12.25,-0.6000000000000085,6.5,0.043999999999999984
1788,Central Michigan,-0.67,-1.3,67.4,111.8,0.524,2016,-10.92,-2.59,70.0,101.4,0.506,10.25,1.2899999999999998,-2.5999999999999943,10.399999999999991,0.018000000000000016
1789,Charleston Southern,-10.92,-2.59,70.0,101.4,0.506,2016,-0.67,-1.3,67.4,111.8,0.524,-10.25,-1.2899999999999998,2.5999999999999943,-10.399999999999991,-0.018000000000000016
1790,Charlotte,-3.14,-1.72,72.1,107.0,0.51,2016,3.24,-3.46,68.1,110.5,0.524,-6.380000000000001,1.74,4.0,-3.5,-0.014000000000000012
1791,Chattanooga,3.24,-3.46,68.1,110.5,0.524,2016,-3.14,-1.72,72.1,107.0,0.51,6.380000000000001,-1.74,-4.0,3.5,0.014000000000000012
1792,Chicago State,-17.52,-1.38,72.0,92.8,0.44,2016,15.19,5.25,65.5,108.9,0.493,-32.71,-6.63,6.5,-16.10000000000001,-0.05299999999999999
1793,Cincinnati,15.19,5.25,65.5,108.9,0.493,2016,-17.52,-1.38,72.0,92.8,0.44,32.71,6.63,-6.5,16.10000000000001,0.05299999999999999
1794,Citadel,-15.95,-4.75,81.2,105.6,0.499,2016,12.03,6.87,63.7,108.4,0.506,-27.979999999999997,-11.620000000000001,17.5,-2.8000000000000114,-0.007000000000000006
1795,Clemson,12.03,6.87,63.7,108.4,0.506,2016,-15.95,-4.75,81.2,105.6,0.499,27.979999999999997,11.620000000000001,-17.5,2.8000000000000114,0.007000000000000006
1796,Cleveland State,-9.17,0.09,65.9,91.9,0.453,2016,-1.85,-4.22,68.3,106.6,0.511,-7.32,4.31,-2.3999999999999915,-14.699999999999989,-0.057999999999999996
1797,Coastal Carolina,-1.85,-4.22,68.3,106.6,0.511,2016,-9.17,0.09,65.9,91.9,0.453,7.32,-4.31,2.3999999999999915,14.699999999999989,0.057999999999999996
1798,Colgate,-8.61,-6.06,65.4,104.9,0.526,2016,2.37,0.04,65.2,99.6,0.48,-10.98,-6.1,0.20000000000000284,5.300000000000011,0.04600000000000004
1799,College of Charleston,2.37,0.04,65.2,99.6,0.48,2016,-8.61,-6.06,65.4,104.9,0.526,10.98,6.1,-0.20000000000000284,-5.300000000000011,-0.04600000000000004
1800,Colorado State,2.31,1.53,69.3,111.3,0.504,2016,12.04,7.64,70.8,106.3,0.488,-9.729999999999999,-6.109999999999999,-1.5,5.0,0.016000000000000014
1801,Colorado,12.04,7.64,70.8,106.3,0.488,2016,2.31,1.53,69.3,111.3,0.504,9.729999999999999,6.109999999999999,1.5,-5.0,-0.016000000000000014
1802,Columbia,3.45,-2.55,66.7,113.1,0.537,2016,15.89,6.28,66.1,109.0,0.516,-12.440000000000001,-8.83,0.6000000000000085,4.099999999999994,0.02100000000000002
1803,Connecticut,15.89,6.28,66.1,109.0,0.516,2016,3.45,-2.55,66.7,113.1,0.537,12.440000000000001,8.83,-0.6000000000000085,-4.099999999999994,-0.02100000000000002
1804,Coppin State,-15.75,-6.06,71.4,98.1,0.445,2016,-9.55,-1.04,72.7,97.0,0.49,-6.199999999999999,-5.02,-1.2999999999999972,1.0999999999999943,-0.044999999999999984
1805,Cornell,-9.55,-1.04,72.7,97.0,0.49,2016,-15.75,-6.06,71.4,98.1,0.445,6.199999999999999,5.02,1.2999999999999972,-1.0999999999999943,0.044999999999999984
1806,Creighton,13.69,6.44,72.1,110.5,0.538,2016,-5.58,-3.29,69.1,102.0,0.484,19.27,9.73,3.0,8.5,0.05400000000000005
1807,Dartmouth,-5.58,-3.29,69.1,102.0,0.484,2016,13.69,6.44,72.1,110.5,0.538,-19.27,-9.73,-3.0,-8.5,-0.05400000000000005
1808,Davidson,5.74,5.14,71.2,110.6,0.521,2016,11.34,4.76,68.6,104.5,0.516,-5.6,0.3799999999999999,2.6000000000000085,6.099999999999994,0.0050000000000000044
1809,Dayton,11.34,4.76,68.6,104.5,0.516,2016,5.74,5.14,71.2,110.6,0.521,5.6,-0.3799999999999999,-2.6000000000000085,-6.099999999999994,-0.0050000000000000044
1810,Delaware State,-20.88,-6.85,67.3,91.3,0.455,2016,-8.62,0.85,67.4,97.8,0.453,-12.26,-7.699999999999999,-0.10000000000000853,-6.5,0.0020000000000000018
1811,Delaware,-8.62,0.85,67.4,97.8,0.453,2016,-20.88,-6.85,67.3,91.3,0.455,12.26,7.699999999999999,0.10000000000000853,6.5,-0.0020000000000000018
1812,Denver,-3.34,-3.24,62.7,104.0,0.557,2016,0.83,8.34,68.4,98.2,0.494,-4.17,-11.58,-5.700000000000003,5.799999999999997,0.06300000000000006
1813,DePaul,0.83,8.34,68.4,98.2,0.494,2016,-3.34,-3.24,62.7,104.0,0.557,4.17,11.58,5.700000000000003,-5.799999999999997,-0.06300000000000006
